0.095,0.32,0.073,-31.86,8.24,3.235,91.34,1,-3.411
-0.015,-0.016,0.122,-11.23,15.442,-0.793,92.499,1.373,-4.471
-0.046,0.117,-0.293,90.637,-15.686,15.93,95.411,1.143,-5.306
-0.089,2.477,-0.486,82.947,-31.921,-34.668,103.107,0.571,-8.635
0.036,2.535,-0.412,-90.21,9.949,0.916,99.882,0.346,-8.624
-0.039,-0.193,-0.207,-37.048,-16.541,-4.944,92.571,0.412,-5.999
0.123,0.258,-0.077,-24.17,19.409,2.686,93.807,-0.522,-5.565
-0.085,0.005,0.122,-34.729,-6.165,-5.249,92.252,-0.214,-5.609
0.066,0.269,-0.103,46.204,18.738,12.207,92.812,0.011,-4.548
0.021,3.326,-0.387,16.907,-10.925,-30.64,97.603,-1.961,-6.921
0.053,0.77,-0.499,8.545,-2.808,-23.438,92.637,-0.835,-4.999
0.11,-0.084,-0.053,106.628,-31.311,22.339,97.191,-1.247,-5.136
-0.024,-0.121,0.101,-13.672,-18.494,-4.15,95.224,-0.786,-6.07
-0.01,-0.014,-0.098,-4.7,6.042,0,93.598,-0.736,-6.086
-0.04,4.717,0.301,-83.13,-69.702,47.546,95.35,-2.796,-9.196
0.034,2.75,-0.42,14.893,5.31,-16.907,95.455,-1.917,-7.603
0.03,-0.696,0,-13.489,4.089,-3.601,94.23,-0.709,-7.191
-0.005,0.261,0.115,-31.86,-22.156,-3.174,95.378,-0.989,-9.075
0.069,-0.018,-0.04,6.287,-11.719,-4.272,95.169,-0.099,-12.151
0.032,1.257,-0.931,83.191,-78.796,12.817,96.949,-1.593,-15.029
-0.062,3.245,0.595,-66.895,-72.937,-8.057,97.377,-1.692,-21.89
0.022,0.573,-0.552,33.203,-56.946,-14.038,91.599,-0.445,-26.263
-0.009,-0.002,-0.069,61.34,-80.872,20.508,92.62,-0.264,-32.256
-0.058,-0.067,0.083,-34.79,-41.87,-1.953,92.032,-0.61,-37.65
0.075,0.059,-0.163,16.235,-45.898,10.071,90.621,-0.851,-41.693
0.09,3.708,0.845,84.656,-84.595,0.793,92.285,-3.071,-46.923
0.233,1.927,0.224,-16.113,15.808,1.709,89.423,-3.483,-49.911
0.105,-0.489,-0.068,-44.8,41.26,3.662,92.933,-2.609,-50.856
-0.008,0.078,0.104,-31.433,8.606,-3.845,92.543,-2.851,-53.075
